Time (s),Arm Angle (deg),Weight Rel Angle (deg),Sling Rel Angle (deg),Arm Omega (deg/s),Weight Rel Omega (deg/s),Proj X (m),Proj Y (m),Proj VX (m/s),Proj VY (m/s),Normal Force (N),Energy Eff,Range Eff,Check Function
14.6500,61.9471,-126.3596,-206.9505,-86.9620,183.4840,0.0561,33.3382,44.9303,-25.9600,0.0000,0.007338,0.174905,5.895291e-1
14.6600,61.0616,-124.4721,-204.2818,-90.2028,194.1661,0.5046,33.0786,44.7560,-25.9573,0.0000,0.007263,0.174096,2.900790e-1
14.6700,60.1418,-122.4731,-201.6075,-93.8360,205.8159,0.9513,32.8190,44.5830,-25.9548,0.0000,0.007188,0.173277,1.072347e-1
14.6800,59.1834,-120.3521,-198.9367,-97.9193,218.5823,1.3962,32.5595,49.0135,-22.6308,0.0000,0.007716,0.189953,7.380916e-2
14.6900,58.1817,-118.0972,-196.2294,-102.5174,232.6320,1.8892,32.3353,52.3388,-20.7091,0.0000,0.008241,0.196570,7.521622e-2
14.7000,57.1311,-115.6946,-193.4161,-107.6964,248.1364,2.4245,32.1333,55.6704,-19.3091,0.0000,0.008873,0.198272,1.052328e-2
14.7100,56.0256,-113.1291,-190.4457,-113.5141,265.2463,2.9980,31.9448,59.0922,-18.3599,0.0000,0.009617,0.195781,1.639239e+0
14.7200,54.8586,-110.3841,-187.2682,-119.9991,284.0380,3.6082,31.7640,62.5667,-17.8600,0.0000,0.010460,0.189686,2.144395e-5
14.7300,53.6235,-107.4430,-183.8320,-127.1070,304.4011,4.2544,31.5857,66.0387,-17.8092,0.0000,0.011385,0.180675,2.473020e-5
14.7400,52.3150,-104.2924,-180.0811,-134.6445,325.8410,4.9355,31.4053,68.2916,-18.0822,0.0000,0.012014,0.172803,4.432019e+0
14.7500,50.9307,-100.9264,-176.2037,-142.1550,347.1852,5.6190,31.2241,68.4972,-18.1837,0.0000,0.012030,0.170869,8.366623e+0
14.7600,49.4747,-97.3560,-172.2022,-148.8083,366.2949,6.3023,31.0422,68.1585,-18.1911,0.0000,0.011884,0.170759,2.035390e+1
14.7700,47.9613,-93.6181,-168.0739,-153.4294,380.1407,6.9821,30.8602,67.8090,-18.1957,0.0000,0.011745,0.170688,9.159753e-2
14.7800,46.4168,-89.7809,-163.7622,-154.8609,385.7383,7.6585,30.6782,67.4628,-18.2006,0.0000,0.011621,0.170605,1.386615e-3
14.7900,44.8765,-85.9355,-159.1852,-152.5892,381.7692,8.3314,30.4962,67.1198,-18.2060,0.0000,0.011512,0.170509,2.697805e-2
14.8000,43.3759,-82.1735,-154.2506,-147.0875,369.4660,9.0009,30.3141,66.7801,-18.2117,0.0000,0.011417,0.170400,2.714746e-2
14.8100,41.9418,-78.5642,-148.8797,-139.4834,351.7524,9.6670,30.1320,66.4434,-18.2177,0.0000,0.011336,0.170278,9.828837e-3
14.8200,40.5893,-75.1463,-143.0305,-130.9385,331.6352,10.3298,29.9498,66.1099,-18.2242,0.0000,0.011265,0.170144,2.118235e-2
14.8300,39.3233,-71.9323,-136.7133,-122.2867,311.2689,10.9892,29.7675,65.7795,-18.2309,0.0000,0.011204,0.169997,8.810395e+0
14.8400,38.1424,-68.9177,-130.0005,-113.9912,291.8490,11.6454,29.5852,65.4520,-18.2380,0.0000,0.011149,0.169837,3.473566e+0
14.8500,37.0417,-66.0904,-123.0253,-106.2464,273.8765,12.2983,29.4027,65.1276,-18.2455,0.0000,0.011100,0.169664,9.002631e-6
14.8600,36.0154,-63.4348,-115.9672,-99.1132,257.5052,12.9479,29.2202,64.8061,-18.2533,0.0000,0.011054,0.169479,7.510094e-6
14.8700,35.0574,-60.9351,-109.0233,-92.5719,242.6815,13.5944,29.0377,64.4875,-18.2614,0.0000,0.011012,0.169280,6.208324e-6
14.8800,34.1621,-58.5765,-102.3747,-86.5712,229.2712,14.2377,28.8550,64.1717,-18.2699,0.0000,0.010971,0.169069,3.874052e+0
14.8900,33.3244,-56.3455,-96.1601,-81.0504,217.1163,14.8779,28.6723,63.8588,-18.2787,0.0000,0.010932,0.168845,9.239922e+0
14.9000,32.5397,-54.2305,-90.4638,-75.9496,206.0610,15.5149,28.4894,63.5486,-18.2877,0.0000,0.010894,0.168608,3.563428e+0
14.9100,31.8042,-52.2211,-85.3193,-71.2143,195.9633,16.1488,28.3065,63.2413,-18.2972,0.0000,0.010856,0.168358,3.821104e+0
14.9200,31.1144,-50.3085,-80.7205,-66.7971,186.6997,16.7797,28.1235,62.9366,-18.3069,0.0000,0.010818,0.168095,1.857099e+0
14.9300,30.4673,-48.4847,-76.6359,-62.6571,178.1634,17.4076,27.9404,62.6346,-18.3169,0.0000,0.010780,0.167819,2.370274e+0
14.9400,29.8604,-46.7431,-73.0211,-58.7606,170.2657,18.0324,27.7572,62.3352,-18.3272,0.0000,0.010742,0.167530,8.083756e-1
14.9500,29.2914,-45.0775,-69.8263,-55.0816,162.9360,18.6543,27.5738,62.0384,-18.3378,0.0000,0.010703,0.167228,3.469195e-1
14.9600,28.7582,-43.4827,-67.0028,-51.5905,156.0981,19.2732,27.3904,61.7442,-18.3487,0.0000,0.010663,0.166913,1.589689e-1
14.9700,28.2591,-41.9542,-64.5051,-48.2553,149.6746,19.8892,27.2069,61.4526,-18.3598,0.0000,0.010622,0.166586,2.106937e-1
14.9800,27.7926,-40.4880,-62.2928,-45.0585,143.6188,20.5023,27.0232,61.1634,-18.3711,0.0000,0.010580,0.166246,1.336885e-1
14.9900,27.3575,-39.0808,-60.3303,-41.9767,137.8741,21.1125,26.8394,60.8766,-18.3828,0.0000,0.010537,0.165893,9.123399e-7
15.0000,26.9527,-37.7295,-58.5869,-39.0151,132.4405,21.7198,26.6555,60.5923,-18.3948,0.0000,0.010492,0.165526,1.927174e+0
15.0100,26.5769,-36.4311,-56.8854,-36.1603,127.2829,22.3160,26.5079,44.7146,49.0267,0.0000,0.011467,1.047007,7.954997e+1
15.0200,26.2293,-35.1832,-52.6443,-33.3778,122.3276,22.7583,27.0085,43.8213,50.6478,0.0000,0.011733,1.038320,6.725763e-7
15.0300,25.9091,-33.9838,-48.5188,-30.6752,117.5817,23.1954,27.5132,43.6069,50.3023,0.0000,0.011672,1.040130,6.163904e-7
15.0400,25.6155,-32.8309,-44.5542,-28.0446,113.0232,23.6235,28.0201,41.4497,51.3939,0.0000,0.011561,1.025768,2.001369e+1
15.0500,25.3479,-31.7228,-40.7462,-25.4813,108.6364,24.0203,28.5397,38.0250,52.2259,0.0000,0.011173,0.998244,1.491903e+1
15.0600,25.1056,-30.6576,-37.1487,-22.9922,104.4269,24.3816,29.0605,34.0883,51.7964,0.0000,0.010434,0.964892,1.170714e+1
15.0700,24.8875,-29.6330,-33.8570,-20.6921,100.5851,24.6694,29.5665,21.0190,48.5473,0.0000,0.007938,0.771629,7.884039e+0
15.0800,24.6919,-28.6460,-30.9292,-18.4109,96.8094,24.8455,30.0401,15.1521,46.3518,0.0000,0.006953,0.628726,4.501225e+0
15.0900,24.5194,-27.6971,-28.2173,-16.0788,92.9778,24.9754,30.4929,10.9234,44.2572,0.0000,0.006257,0.498452,5.524740e+0
15.1000,24.3703,-26.7863,-25.6800,-13.7575,89.1928,25.0674,30.9287,7.6375,43.1127,0.0000,0.005896,0.369586,3.441825e+0
15.1100,24.2442,-25.9129,-23.2663,-11.4682,85.4857,25.1119,31.3546,-0.2642,41.9202,0.0000,0.005535,-0.013627,3.147696e+0
15.1200,24.1407,-25.0762,-20.6808,-9.2311,81.8844,24.9848,31.8177,-22.5151,50.7100,0.0000,0.008820,-0.784342,5.331925e-1
15.1300,24.0595,-24.2751,-17.7861,-7.0211,78.3437,24.7494,32.3303,-24.1889,51.5788,0.0000,0.009269,-0.812227,7.217421e-1
15.1400,24.0002,-23.5091,-14.8237,-4.8432,74.8674,24.5054,32.8461,-24.9821,51.7572,0.0000,0.009445,-0.827499,7.107424e-1
15.1500,23.9625,-22.7776,-11.8064,-2.6946,71.4465,24.2524,33.3636,-25.6778,51.7253,0.0000,0.009557,-0.842608,2.000294e-1
15.1600,23.9462,-22.0800,-8.7546,-0.5692,68.0677,23.9904,33.8800,-26.9202,51.4917,0.0000,0.009690,-0.869760,2.501198e-1
15.1700,23.9508,-21.4156,-5.6826,1.4505,64.8541,23.7103,34.3909,-29.7379,50.3006,0.0000,0.009812,-0.931134,3.765946e-1
15.1800,23.9751,-20.7827,-2.6599,3.4070,61.7349,23.3819,34.8706,-35.7442,45.0917,0.0000,0.009580,-1.049583,5.228234e-1
15.1900,24.0188,-20.1808,0.2346,5.3369,58.6506,23.0136,35.3011,-37.4216,41.4358,0.0000,0.009120,-1.086679,3.196758e-1
15.2000,24.0817,-19.6096,3.0490,7.2411,55.5962,22.6379,35.7032,-37.6077,39.1494,0.0000,0.008714,-1.102650,3.878658e-1
15.2100,24.1636,-19.0689,5.8191,9.1373,52.5428,22.2625,36.0885,-37.4685,38.0681,0.0000,0.008495,-1.109899,2.191773e-1
15.2200,24.2644,-18.5587,8.5788,11.0214,49.4935,21.8886,36.4664,-37.3077,37.5475,0.0000,0.008378,-1.113877,1.829644e-1
15.2300,24.3840,-18.0790,11.3317,12.8934,46.4456,21.5163,36.8399,-37.1523,37.1736,0.0000,0.008288,-1.117061,2.118943e-1
15.2400,24.5223,-17.6298,14.0698,14.7580,43.3898,21.1455,37.2100,-37.0012,36.8508,0.0000,0.008207,-1.119992,1.960581e-1
15.2500,24.6791,-17.2112,16.7822,16.6080,40.3335,20.7763,37.5770,-36.8532,36.5520,0.0000,0.008130,-1.122823,1.367394e-1
15.2600,24.8544,-16.8231,19.4572,18.4403,37.2788,20.4085,37.9411,-36.7071,36.2543,0.0000,0.008052,-1.125684,1.146138e-1
15.2700,25.0479,-16.4656,22.0825,20.2559,34.2217,20.0421,38.3020,-36.5625,35.9408,0.0000,0.007969,-1.128675,9.671811e-2
15.2800,25.2594,-16.1387,24.6462,22.0554,31.1586,19.6772,38.6598,-36.4206,35.5964,0.0000,0.007881,-1.131885,8.359482e-2
15.2900,25.4889,-15.8425,27.1372,23.8392,28.0869,19.3137,39.0138,-36.2849,35.2030,0.0000,0.007784,-1.135419,8.207076e-2
15.3000,25.7362,-15.5770,29.5456,25.6074,25.0041,18.9515,39.3636,-36.1640,34.7429,0.0000,0.007678,-1.139363,7.837729e-2
15.3100,26.0010,-15.3425,31.8640,27.3602,21.9073,18.5903,39.7084,-36.0730,34.2105,0.0000,0.007564,-1.143698,7.227654e-2
15.3200,26.2833,-15.1389,34.0875,29.0984,18.7938,18.2298,40.0476,-36.0355,33.6020,0.0000,0.007448,-1.148325,7.061243e-2
15.3300,26.5829,-14.9666,36.2152,30.8226,15.6601,17.8693,40.3801,-36.1000,32.8805,0.0000,0.007331,-1.153146,7.181122e-2
15.3400,26.8997,-14.8258,38.2506,32.5338,12.5034,17.5070,40.7044,-36.4043,31.9246,0.0000,0.007222,-1.157760,7.695025e-2
15.3500,27.2336,-14.7167,40.2093,34.2332,9.3197,17.1391,41.0170,-37.3430,30.4892,0.0000,0.007157,-1.159044,1.009110e-1
15.3600,27.5844,-14.6395,42.1307,35.9238,6.1033,16.7573,41.3133,-39.0458,28.8591,0.0000,0.007217,-1.149436,1.274508e-1
15.3700,27.9520,-14.5947,44.0377,37.6095,2.8466,16.3601,41.5968,-40.2656,27.9423,0.0000,0.007301,-1.138249,1.193046e-1
15.3800,28.3366,-14.5828,45.9129,39.3028,-0.4692,15.9535,41.8734,-41.0211,27.4113,0.0000,0.007353,-1.130331,1.781962e-1
15.3900,28.7381,-14.6043,47.7444,40.9969,-3.8368,15.5404,42.1454,-41.5576,26.9988,0.0000,0.007378,-1.124282,1.874792e-1
15.4000,29.1564,-14.6596,49.5207,42.6608,-7.2158,15.1229,42.4135,-41.9475,26.6119,0.0000,0.007377,-1.119475,1.715406e-1
15.4100,29.5913,-14.7487,51.2412,44.3063,-10.6231,14.7010,42.6772,-42.4642,26.1010,0.0000,0.007385,-1.112169,1.671717e-1
15.4200,30.0425,-14.8721,52.9127,45.9395,-14.0689,14.2731,42.9347,-43.1149,25.3559,0.0000,0.007393,-1.101139,1.449736e-1
15.4300,30.5100,-15.0302,54.5387,47.5629,-17.5577,13.8386,43.1833,-43.7816,24.2958,0.0000,0.007370,-1.086383,1.305855e-1
15.4400,30.9937,-15.2235,56.1188,49.1788,-21.0942,13.3978,43.4191,-44.3580,22.7896,0.0000,0.007288,-1.066947,1.460879e-1
15.4500,31.4936,-15.4523,57.6472,50.7894,-24.6828,12.9525,43.6374,-44.6297,20.8092,0.0000,0.007110,-1.043844,1.652091e-1
15.4600,32.0095,-15.7173,59.1086,52.3966,-28.3276,12.5070,43.8348,-44.3787,18.6718,0.0000,0.006832,-1.023034,1.581153e-1
15.4700,32.5415,-16.0191,60.4835,54.0033,-32.0338,12.0668,44.0109,-43.5389,16.4777,0.0000,0.006457,-1.007886,1.655038e-1
15.4800,33.0896,-16.3583,61.7282,55.6300,-35.8321,11.6429,44.1567,-40.1934,11.3295,0.0000,0.005484,-0.988053,3.480538e-1
15.4900,33.6543,-16.7362,62.6946,57.2931,-39.7485,11.2714,44.2281,-35.5585,4.9616,0.0000,0.004451,-0.960921,3.704134e-1
15.5000,34.2354,-17.1534,63.5505,58.9344,-43.7022,10.9197,44.2723,-34.9141,4.0651,0.0000,0.004303,-0.955609,2.006828e-1
15.5100,34.8330,-17.6104,64.3672,60.5765,-47.7261,10.5723,44.3105,-34.5570,3.5573,0.0000,0.004210,-0.952268,1.761675e-1
15.5200,35.4470,-18.1081,65.1495,62.2188,-51.8209,10.2284,44.3436,-34.2051,3.0335,0.0000,0.004118,-0.948107,1.471865e-1
15.5300,36.0774,-18.6471,65.8974,63.8667,-55.9958,9.8883,44.3709,-33.8081,2.3994,0.0000,0.004021,-0.941835,1.173839e-1
15.5400,36.7243,-19.2283,66.6106,65.5260,-60.2606,9.5527,44.3906,-33.2997,1.4812,0.0000,0.003910,-0.930003,1.208690e-1
15.5500,37.3879,-19.8527,67.2896,67.2014,-64.6244,9.2227,44.3989,-32.6809,0.0818,0.0000,0.003787,-0.905613,1.484549e-1
15.5600,38.0684,-20.5212,67.9438,68.8966,-69.0945,8.8986,44.3909,-32.1778,-1.7367,0.0000,0.003693,-0.862254,1.611650e-1
15.5700,38.7660,-21.2350,68.5990,70.6167,-73.6811,8.5779,44.3622,-32.0680,-4.1487,0.0000,0.003674,-0.786507,1.673645e-1
15.5800,39.4809,-21.9952,69.3081,72.3716,-78.4016,8.2544,44.3051,-32.7784,-7.3027,0.0000,0.003805,-0.670581,1.765781e-1
15.5900,40.2136,-22.8035,70.1202,74.1748,-83.2807,7.9211,44.2198,-33.8659,-9.5220,0.0000,0.003988,-0.586535,1.428755e-1
15.6000,40.9645,-23.6614,71.0184,76.0287,-88.3262,7.5786,44.1187,-34.5194,-10.5080,0.0000,0.004076,-0.549695,1.284307e-1
15.6100,41.7342,-24.5705,71.9591,77.9108,-93.5061,7.2324,44.0118,-34.6685,-10.8227,0.0000,0.004067,-0.538608,8.512541e-2
15.6200,42.5229,-25.5321,72.9177,79.8355,-98.8462,6.8858,43.9028,-34.6505,-10.9634,0.0000,0.004028,-0.534287,7.373097e-2
15.6300,43.3311,-26.5480,73.8862,81.8171,-104.3737,6.5396,43.7927,-34.5784,-11.0533,0.0000,0.003980,-0.531960,6.827821e-2
15.6400,44.1595,-27.6203,74.8604,83.8661,-110.1110,6.1943,43.6818,-34.4867,-11.1250,0.0000,0.003928,-0.530335,6.269908e-2
15.6500,45.0087,-28.7510,75.8381,85.9928,-116.0809,5.8499,43.5702,-34.3968,-11.1989,0.0000,0.003876,-0.528618,6.100735e-2
15.6600,45.8796,-29.9427,76.8184,88.2083,-122.3089,5.5063,43.4578,-34.3255,-11.2981,0.0000,0.003829,-0.526006,5.987108e-2
15.6700,46.7732,-31.1981,77.8019,90.5252,-128.8240,5.1633,43.3441,-34.2806,-11.4495,0.0000,0.003787,-0.521706,5.936167e-2
15.6800,47.6905,-32.5203,78.7901,92.9577,-135.6598,4.8206,43.2285,-34.2528,-11.6733,0.0000,0.003751,-0.515341,5.952837e-2
15.6900,48.6328,-33.9125,79.7845,95.5223,-142.8553,4.4782,43.1104,-34.2176,-11.9686,0.0000,0.003717,-0.507263,5.903207e-2
15.7000,49.6015,-35.3787,80.7851,98.2381,-150.4563,4.1364,42.9890,-34.1496,-12.3161,0.0000,0.003682,-0.498286,6.026227e-2
15.7100,50.5981,-36.9232,81.7902,101.1272,-158.5164,3.7954,42.8640,-34.0320,-12.6923,0.0000,0.003642,-0.489181,6.165347e-2
15.7200,51.6247,-38.5508,82.7970,104.2157,-167.0992,3.4559,42.7351,-33.8556,-13.0814,0.0000,0.003597,-0.480404,6.281100e-2
15.7300,52.6832,-40.2672,83.8018,107.5344,-176.2803,3.1185,42.6023,-33.6082,-13.4833,0.0000,0.003545,-0.472029,6.640075e-2
15.7400,53.7762,-42.0787,84.8007,111.1199,-186.1500,2.7841,42.4653,-33.2512,-13.9211,0.0000,0.003484,-0.463805,7.355566e-2
15.7500,54.9066,-43.9928,85.7894,115.0160,-196.8175,2.4543,42.3236,-32.6589,-14.4547,0.0000,0.003402,-0.455337,8.837409e-2
15.7600,56.0778,-46.0182,86.7590,119.2757,-208.4152,2.1330,42.1756,-31.4434,-15.1758,0.0000,0.003266,-0.447483,1.209709e-1
15.7700,57.2936,-48.1648,87.6830,123.9634,-221.1047,1.8290,42.0201,-29.2288,-15.8550,0.0000,0.003038,-0.447923,1.609392e-1
15.7800,58.5587,-50.4445,88.5280,129.1579,-235.0842,1.5473,41.8605,-27.2874,-15.9643,0.0000,0.002825,-0.459784,1.339171e-1
15.7900,59.8788,-52.8716,89.2991,134.9553,-250.5965,1.2805,41.7017,-26.1672,-15.7808,0.0000,0.002683,-0.473251,2.467921e-1
15.8000,61.2602,-55.4626,90.0109,141.4727,-267.9382,1.0225,41.5451,-24.8636,-15.1459,0.0000,0.002512,-0.503757,5.685856e+0
15.8100,62.7111,-58.2376,90.6175,148.8506,-287.4650,0.7765,41.3951,-24.3161,-14.8233,0.0000,0.002424,-0.518699,1.081139e+0
15.8200,64.2407,-61.2205,91.1642,157.2507,-309.5872,0.5354,41.2483,-23.9408,-14.5402,0.0000,0.002354,-0.531201,5.412284e-1
15.8300,65.8601,-64.4394,91.6561,166.8437,-334.7365,0.2974,41.1041,-23.5919,-14.1723,0.0000,0.002285,-0.547131,3.984341e-1
15.8400,67.5820,-67.9265,92.0824,177.7628,-363.2460,0.0625,40.9633,-23.3507,-13.9031,0.0000,0.002232,-0.558738,3.503076e-1
15.8500,69.4197,-71.7154,92.4519,189.9852,-395.0428,-0.1704,40.8248,-23.2242,-13.8196,0.0000,0.002197,-0.562074,9.391022e-2
15.8600,71.3847,-75.8347,92.7872,203.0739,-428.9785,-0.4022,40.6867,-23.1286,-13.7868,0.0000,0.002170,-0.563094,1.092278e-1
15.8700,73.4799,-80.2912,93.1083,215.7273,-461.6608,-0.6331,40.5488,-23.0460,-13.7756,0.0000,0.002147,-0.563116,1.168503e-1
15.8800,75.6893,-85.0419,93.4566,225.3923,-486.4499,-0.8632,40.4110,-22.9790,-13.7984,0.0000,0.002130,-0.561609,3.687667e-2
15.8900,77.9671,-89.9660,93.9085,228.9110,-495.1397,-1.0927,40.2728,-22.9164,-13.8300,0.0000,0.002119,-0.559696,4.677141e-2
15.9000,80.2417,-94.8771,94.5624,224.7980,-483.8683,-1.3215,40.1343,-22.8566,-13.8666,0.0000,0.002112,-0.557542,4.065983e-2
15.9100,82.4430,-99.5909,95.5125,214.7237,-456.9702,-1.5498,39.9955,-22.7992,-13.9082,0.0000,0.002109,-0.555154,2.983043e-2
15.9200,84.5271,-103.9924,-263.1795,201.8901,-422.7608,-1.7775,39.8562,-22.7346,-13.9254,0.0000,0.002108,-0.553794,3.323174e-2
15.9300,86.4801,-108.0438,-261.4957,188.7966,-387.7375,-2.0046,39.7166,-22.6291,-13.8058,0.0000,0.002101,-0.558306,3.825715e-2
15.9400,88.3064,-111.7554,-259.4783,176.6796,-355.1222,-2.2307,39.5781,-22.5541,-13.7803,0.0000,0.002101,-0.558763,3.759299e-2
15.9500,90.0182,-115.1578,-257.1494,165.9296,-325.9430,-2.4560,39.4400,-22.5031,-13.8354,0.0000,0.002107,-0.555725,4.095997e-2
15.9600,91.6295,-118.2858,-254.5494,156.5412,-300.2002,-2.6808,39.3013,-22.4562,-13.9046,0.0000,0.002115,-0.552075,4.667629e-2
15.9700,93.1531,-121.1720,-251.7477,148.3664,-277.5223,-2.9051,39.1619,-22.3911,-13.9010,0.0000,0.002119,-0.551513,4.869890e-2
15.9800,94.6003,-123.8449,-248.8439,141.2257,-257.4561,-3.1288,39.0226,-22.2936,-13.7576,0.0000,0.002115,-0.556914,2.140764e-2
15.9900,95.9805,-126.3284,-245.9550,134.9502,-239.5740,-3.3515,38.8846,-22.1493,-13.3930,0.0000,0.002098,-0.572068,2.346003e-2
16.0000,97.3017,-128.6424,-243.2061,129.3960,-223.5122,-3.5728,38.7503,-21.9497,-12.7375,0.0000,0.002066,-0.601051,2.140809e-2
16.0100,98.5704,-130.8037,-240.7147,124.4431,-208.9683,-3.7920,38.6226,-21.6912,-11.7293,0.0000,0.002017,-0.648971,2.134066e-2
16.0200,99.7922,-132.8260,-238.5814,119.9933,-195.6956,-4.0087,38.5050,-21.4653,-10.8020,0.0000,0.001976,-0.696257,2.136039e+0
16.0300,100.9717,-134.7212,-236.8385,115.9732,-183.5078,-4.2228,38.3987,-21.3715,-10.5801,0.0000,0.001970,-0.707883,3.696622e+1
16.0400,102.1130,-136.4994,-235.2873,112.3354,-172.2768,-4.4363,38.2925,-21.3310,-10.6581,0.0000,0.001979,-0.703436,6.224855e+0
16.0500,103.2193,-138.1690,-233.9287,108.9666,-161.7504,-4.6494,38.1855,-21.2905,-10.7359,0.0000,0.001987,-0.698985,2.341667e-6
16.0600,104.2932,-139.7366,-232.7735,105.8546,-151.8853,-4.8621,38.0777,-21.2502,-10.8135,0.0000,0.001995,-0.694530,6.948756e+0
16.0700,105.3371,-141.2086,-231.8261,102.9639,-142.5943,-5.0744,37.9692,-21.0496,-8.0987,0.0000,0.001903,-0.842997,1.664690e-6
16.0800,106.3531,-142.5902,-231.5400,100.2582,-133.7927,-5.2847,37.8878,-20.9703,-6.2294,0.0000,0.001860,-0.952542,2.510714e+0
16.0900,107.3428,-143.8859,-231.7611,97.7127,-125.4206,-5.4943,37.8251,-20.9900,-4.1229,0.0000,0.001832,-1.074754,4.307774e+0
16.1000,108.3078,-145.0998,-232.5597,95.3039,-117.4237,-5.7040,37.7837,-20.9746,-3.9274,0.0000,0.001837,-1.086204,9.944193e-7
16.1100,109.2493,-146.2355,-233.5890,93.0115,-109.7554,-5.9135,37.7439,-20.9924,-3.5920,0.0000,0.001842,-1.104121,6.216261e-1
16.1200,110.1683,-147.2959,-234.9108,90.8187,-102.3775,-6.1234,37.7081,-21.1344,-2.6635,0.0000,0.001850,-1.148876,4.934521e+0
16.1300,111.0660,-148.2839,-236.6828,88.7146,-95.2639,-6.3346,37.6812,-21.2251,-2.2229,0.0000,0.001861,-1.167773,8.643901e-1
16.1400,111.9428,-149.2019,-238.8383,86.6739,-88.3641,-6.5468,37.6591,-21.2175,-2.2129,0.0000,0.001868,-1.168355,4.880857e-1
16.1500,112.7996,-150.0519,-241.2637,84.6905,-81.6636,-6.7589,37.6368,-21.2677,-2.0830,0.0000,0.001879,-1.172283,2.767792e-1
16.1600,113.6368,-150.8357,-244.0220,82.7537,-75.1399,-6.9716,37.6159,-21.3466,-1.9347,0.0000,0.001891,-1.175577,2.642936e-1
16.1700,114.4548,-151.5552,-247.1382,80.8534,-68.7729,-7.1851,37.5966,-21.3620,-1.9330,0.0000,0.001899,-1.174509,8.863512e-2
16.1800,115.2540,-152.2117,-250.5480,78.9810,-62.5452,-7.3988,37.5772,-21.4028,-1.9117,0.0000,0.001908,-1.173112,6.044821e+0
16.1900,116.0345,-152.8065,-254.2421,77.1283,-56.4410,-7.6129,37.5580,-21.9928,-1.2682,0.0000,0.001956,-1.174076,1.027438e+1
16.2000,116.7966,-153.3409,-258.5251,75.2879,-50.4462,-7.8326,37.5448,-23.1964,-0.1440,0.0000,0.002057,-1.163813,1.688717e+0
16.2100,117.5403,-153.8158,-263.6792,73.4530,-44.5482,-8.0644,37.5429,-24.5482,0.9098,0.0000,0.002180,-1.141703,4.704493e-7
16.2200,118.2656,-154.2321,-269.7861,71.6174,-38.7356,-8.3142,37.5546,-25.9814,1.8336,0.0000,0.002322,-1.112182,5.607283e-7
16.2300,118.9726,-154.5907,-276.4138,69.7765,-32.9996,-8.5808,37.5765,-27.4804,2.6206,0.0000,0.002479,-1.078209,6.809459e-1
16.2400,119.6611,-154.8923,-283.1083,67.9232,-27.3277,-8.8640,37.6062,-29.0341,3.2675,0.0000,0.002652,-1.041651,7.448326e-7
16.2500,120.3310,-155.1375,-289.4654,66.0534,-21.7124,-9.1636,37.6419,-30.6305,3.7717,0.0000,0.002838,-1.003640,2.422747e+0
16.2600,120.9821,-155.3267,-295.1987,64.1621,-16.1447,-9.4797,37.6819,-32.2576,4.1312,0.0000,0.003036,-0.964834,9.292838e-7
16.2700,121.6142,-155.4605,-300.1629,62.2454,-10.6173,-9.8123,37.7246,-33.9024,4.3450,0.0000,0.003244,-0.925602,1.021098e-6
16.2800,122.2269,-155.5392,55.6713,60.2993,-5.1226,-10.1606,37.7685,-33.9204,4.2473,0.0000,0.003252,-0.922968,1.975141e+0
16.2900,122.8201,-155.5630,52.2415,58.3202,0.3464,-10.5003,37.8105,-34.0051,4.1499,0.0000,0.003267,-0.918562,2.516324e-1
16.3000,123.3932,-155.5323,49.3793,56.3054,5.7953,-10.8399,37.8514,-33.9151,4.0409,0.0000,0.003260,-0.918418,4.493981e+0
16.3100,123.9460,-155.4472,46.9757,54.2495,11.2344,-11.1787,37.8913,-35.6195,3.6406,0.0000,0.003475,-0.865438,2.036945e+1
16.3200,124.4781,-155.3076,45.0749,52.1502,16.6694,-11.5366,37.9266,-35.9593,3.4167,0.0000,0.003521,-0.851849,6.157869e-2
16.3300,124.9889,-155.1138,43.5155,50.0052,22.1060,-11.8977,37.9594,-36.2522,3.1169,0.0000,0.003559,-0.837472,1.166244e+0
16.3400,125.4780,-154.8655,42.2465,47.8114,27.5517,-12.2615,37.9887,-36.5719,2.6715,0.0000,0.003599,-0.818745,1.183866e+0
16.3500,125.9449,-154.5627,41.2408,45.5650,33.0152,-12.6282,38.0133,-36.7563,2.2337,0.0000,0.003621,-0.803279,3.387243e+0
16.3600,126.3891,-154.2051,40.4586,43.2643,38.5025,-12.9967,38.0326,-38.4658,-1.9164,0.0000,0.003855,-0.660439,6.191388e+0
16.3700,126.8100,-153.7925,40.4142,40.9062,44.0222,-13.3831,38.0061,-38.7560,-3.3759,0.0000,0.003908,-0.618158,4.798091e+0
16.3800,127.2070,-153.3245,40.5574,38.4867,49.5848,-13.7705,37.9661,-38.4038,-7.1135,0.0000,0.003926,-0.530974,2.744444e+0
16.3900,127.5795,-152.8006,41.1139,36.0025,55.2000,-14.1527,37.8883,-37.3108,-10.1955,0.0000,0.003867,-0.471688,2.177820e+0
16.4000,127.9269,-152.2203,41.9274,33.4496,60.8792,-14.5229,37.7809,-36.7286,-11.1773,0.0000,0.003820,-0.454868,8.689709e-1
16.4100,128.2483,-151.5828,42.7627,30.8244,66.6341,-14.8875,37.6661,-35.9413,-11.9788,0.0000,0.003741,-0.443939,4.709051e-1
16.4200,128.5431,-150.8873,43.6168,28.1228,72.4773,-15.2441,37.5442,-35.0665,-12.5818,0.0000,0.003646,-0.437923,4.932148e-1
